Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Day,cek_total,cek_income,total_fix,cek_total_fix
577-34-7579,C,Aurora,Member,Male,Food and beverages,50.49,9,22.7205,0.4520008546747657,2012-11-13,17:16:00,Cash,454.41,4.761904762,22.7205,5.4,2012,11,13,False,True,477.13050000000004,False
268-27-6179,B,Seattle,Member,Female,Fashion accessories,56.47,8,22.588,0.44930455928288715,2013-09-16,14:57:00,Ewallet,451.76,4.761904762,22.588,7.3,2013,9,16,False,True,474.348,False
130-98-8941,C,Chico,Normal,Male,Fashion accessories,64.26,7,22.491,0.4473306675620402,2014-10-06,10:00:00,Cash,449.82,4.761904762,22.491,5.7,2014,10,6,False,True,472.3110000000001,False
225-32-0908,C,Los Angeles,Normal,Female,Sports and travel,44.86,10,22.43,0.44608935421181684,2013-01-16,19:54:00,Ewallet,448.6,4.761904762,22.43,8.2,2013,1,16,False,True,471.03000000000003,False
752-23-3760,B,Long Beach,Member,Female,Sports and travel,64.08,7,22.428,0.4460486554134489,2011-09-19,19:29:00,Credit Card,448.56,4.761904762,22.428,7.3,2011,9,19,False,True,470.988,False
458-10-8612,C,Los Angeles,Normal,Male,Health and beauty,64.08,7,22.428,0.4460486554134489,2013-05-31,12:27:00,Ewallet,448.56,4.761904762,22.428,7.6,2013,5,31,False,True,470.988,False
891-01-7034,B,Seattle,Normal,Female,Electronic accessories,74.71,6,22.413,0.44574341442568904,2012-03-13,19:07:00,Cash,448.26,4.761904762,22.413,6.7,2012,3,13,False,True,470.673,False
361-85-2571,A,San Francisco,Normal,Female,Sports and travel,89.48,5,22.37,0.4448683902607775,2014-01-21,10:18:00,Cash,447.4,4.761904762,22.37,7.4,2014,1,21,False,True,469.77000000000004,False
760-90-2357,A,Los Angeles,Member,Male,Electronic accessories,74.51,6,22.353,0.4445224504746497,2014-04-01,15:08:00,Ewallet,447.06,4.761904762,22.353,5.0,2014,4,1,False,True,469.41300000000007,False
407-63-8975,A,Seattle,Normal,Male,Food and beverages,73.88,6,22.164,0.4406764140288758,2013-05-10,19:16:00,Ewallet,443.28,4.761904762,22.164,4.4,2013,5,10,False,True,465.444,False
145-94-9061,B,Seattle,Normal,Female,Food and beverages,88.36,5,22.09,0.43917055848926057,2014-11-13,19:48:00,Cash,441.8,4.761904762,22.09,9.6,2014,11,13,False,True,463.89000000000004,False
263-10-3913,C,Seattle,Member,Male,Fashion accessories,49.04,9,22.068,0.4387228717072128,2014-06-28,14:20:00,Credit Card,441.36,4.761904762,22.068,8.6,2014,6,28,False,True,463.42800000000005,False
759-29-9521,A,Longview,Member,Female,Fashion accessories,48.96,9,22.032,0.43799029333658923,2014-11-13,11:27:00,Cash,440.64,4.761904762,22.032,8.0,2014,11,13,False,True,462.672,False
828-61-5674,A,Seattle,Member,Male,Sports and travel,44.02,10,22.01,0.4375426065545414,2014-08-19,19:57:00,Credit Card,440.2,4.761904762,22.01,9.6,2014,8,19,False,True,462.2100000000001,False
840-19-2096,C,Gilbert,Member,Male,Electronic accessories,87.91,5,21.9775,0.4368812510810618,2012-06-15,18:10:00,Ewallet,439.55,4.761904762,21.9775,4.4,2012,6,15,False,True,461.5275,False
333-73-7901,C,Gilbert,Normal,Female,Health and beauty,54.92,8,21.968,0.4366879317888139,2014-02-21,13:24:00,Ewallet,439.36,4.761904762,21.968,7.6,2014,2,21,False,True,461.32800000000003,False
462-67-9126,A,Concord,Normal,Male,Home and lifestyle,73.22,6,21.966,0.43664723299044594,2011-04-08,17:44:00,Cash,439.32,4.761904762,21.966,7.2,2011,4,8,False,True,461.286,False
800-09-8606,A,Seattle,Member,Female,Home and lifestyle,87.37,5,21.8425,0.4341340821912233,2013-09-28,19:45:00,Cash,436.85,4.761904762,21.8425,6.6,2013,9,28,False,True,458.69250000000005,False
765-26-6951,A,Los Angeles,Normal,Male,Sports and travel,72.61,6,21.783,0.4329232929397759,2013-11-05,10:39:00,Credit Card,435.66,4.761904762,21.783,6.9,2013,11,5,False,True,457.443,False
327-40-9673,B,Costa Mesa,Member,Male,Sports and travel,72.6,6,21.78,0.43286224474222396,2014-12-22,19:51:00,Cash,435.6,4.761904762,21.78,6.9,2014,12,22,False,True,457.38,False
468-01-2051,B,Phoenix,Normal,Male,Food and beverages,62.08,7,21.728,0.43180407598465653,2014-07-19,13:46:00,Ewallet,434.56,4.761904762,21.728,5.4,2014,7,19,False,True,456.288,False
401-09-4232,C,Seattle,Member,Male,Home and lifestyle,86.69,5,21.6725,0.43067468432994516,2013-12-24,18:38:00,Ewallet,433.45,4.761904762,21.6725,9.4,2013,12,24,False,True,455.1225,False
252-56-2699,A,Salt Lake City,Normal,Male,Food and beverages,43.19,10,21.595,0.42909760589318596,2013-10-16,16:48:00,Ewallet,431.9,4.761904762,21.595,8.2,2013,10,16,False,True,453.495,False
405-31-3305,A,Glendale,Member,Male,Fashion accessories,43.13,10,21.565,0.4284871239176663,2014-11-13,18:31:00,Credit Card,431.3,4.761904762,21.565,5.5,2014,11,13,False,True,452.865,False
300-71-4605,C,Oakland,Member,Male,Electronic accessories,86.04,5,21.51,0.4273679069625469,2014-09-05,11:24:00,Ewallet,430.2,4.761904762,21.51,4.8,2014,9,5,False,True,451.7100000000001,False
426-39-2418,C,Coachella,Normal,Male,Electronic accessories,61.41,7,21.4935,0.4270321418760111,2014-11-10,10:02:00,Cash,429.87,4.761904762,21.4935,9.8,2014,11,10,False,True,451.36350000000004,False
550-84-8664,A,Chandler,Normal,Male,Sports and travel,85.91,5,21.4775,0.4267065514890672,2011-09-19,14:33:00,Credit Card,429.55,4.761904762,21.4775,8.6,2011,9,19,False,True,451.0275,False
316-66-3011,A,Lake Forest,Member,Female,Food and beverages,47.63,9,21.4335,0.42581117792497175,2013-10-04,12:35:00,Cash,428.67,4.761904762,21.4335,5.0,2013,10,4,False,True,450.10350000000005,False
499-27-7781,B,Los Angeles,Normal,Female,Food and beverages,53.21,8,21.284,0.42276894274696536,2012-05-22,16:45:00,Ewallet,425.68,4.761904762,21.284,5.0,2012,5,22,False,True,446.964,False
781-84-8059,C,Long Beach,Normal,Male,Fashion accessories,60.74,7,21.259,0.42226020776736567,2012-09-18,16:23:00,Ewallet,425.18,4.761904762,21.259,5.0,2012,9,18,False,True,446.439,False
778-89-7974,C,Santa Barbara,Normal,Male,Health and beauty,70.21,6,21.063,0.41827172552730374,2014-04-25,14:58:00,Cash,421.26,4.761904762,21.063,7.4,2014,4,25,False,True,442.32300000000004,False
227-03-5010,A,Los Angeles,Member,Female,Home and lifestyle,52.59,8,21.036,0.41772229174933606,2012-11-24,19:20:00,Credit Card,420.72,4.761904762,21.036,8.5,2012,11,24,False,True,441.75600000000003,False
730-70-9830,C,San Francisco,Normal,Female,Home and lifestyle,70.11,6,21.033,0.4176612435517841,2011-08-05,17:54:00,Ewallet,420.66,4.761904762,21.033,5.2,2011,8,5,False,True,441.693,False
109-86-4363,B,San Francisco,Member,Female,Sports and travel,60.08,7,21.028,0.41755949655586416,2014-02-07,11:36:00,Credit Card,420.56,4.761904762,21.028,4.5,2014,2,7,False,True,441.588,False
123-35-4896,C,Aurora,Normal,Female,Sports and travel,46.66,9,20.997,0.4169286651811605,2014-09-29,19:11:00,Ewallet,419.94,4.761904762,20.997,5.3,2014,9,29,False,True,440.93699999999995,False
845-51-0542,B,Pleasant Grove,Member,Male,Food and beverages,46.55,9,20.9475,0.41592136992155304,2011-08-04,15:34:00,Ewallet,418.95,4.761904762,20.9475,6.4,2011,8,4,False,True,439.8975,False
389-70-2397,C,Seattle,Normal,Female,Health and beauty,83.66,5,20.915,0.41526001444807337,2014-11-14,10:26:00,Cash,418.3,4.761904762,20.915,7.2,2014,11,14,False,True,439.215,False
732-94-0499,C,San Francisco,Normal,Female,Electronic accessories,41.65,10,20.825,0.4134285685215144,2011-05-27,17:04:00,Credit Card,416.5,4.761904762,20.825,5.4,2011,5,27,False,True,437.32500000000005,False
354-25-5821,B,Seattle,Member,Female,Sports and travel,69.12,6,20.736,0.41161747199413934,2011-08-09,13:03:00,Cash,414.72,4.761904762,20.736,5.6,2011,8,9,False,True,435.4560000000001,False
851-98-3555,B,San Francisco,Normal,Female,Health and beauty,82.88,5,20.72,0.41129188160719554,2011-09-20,14:08:00,Credit Card,414.4,4.761904762,20.72,6.6,2011,9,20,False,True,435.12,False
355-53-5943,A,San Diego,Member,Female,Electronic accessories,68.84,6,20.652,0.40990812246268427,2014-11-04,14:36:00,Ewallet,413.04,4.761904762,20.652,5.8,2014,11,4,False,True,433.69200000000006,False
497-37-6538,A,Seattle,Normal,Male,Sports and travel,58.91,7,20.6185,0.4092264175900206,2012-12-01,15:15:00,Ewallet,412.37,4.761904762,20.6185,9.7,2012,12,1,False,True,432.98850000000004,False
420-18-8989,A,Los Angeles,Member,Female,Sports and travel,51.52,8,20.608,0.40901274889858874,2014-10-16,15:47:00,Cash,412.16,4.761904762,20.608,9.6,2014,10,16,False,True,432.76800000000003,False
709-58-4068,B,Provo,Normal,Female,Fashion accessories,41.09,10,20.545,0.40773073674999744,2014-09-18,14:42:00,Cash,410.9,4.761904762,20.545,7.3,2014,9,18,False,True,431.44500000000005,False
522-57-8364,A,Los Angeles,Member,Male,Fashion accessories,51.34,8,20.536,0.4075475921573415,2011-11-11,10:00:00,Ewallet,410.72,4.761904762,20.536,7.6,2011,11,11,False,True,431.25600000000003,False
834-83-1826,B,Oxnard,Member,Female,Home and lifestyle,82.04,5,20.51,0.4070185077785578,2014-11-14,17:16:00,Credit Card,410.2,4.761904762,20.51,7.6,2014,11,14,False,True,430.7100000000001,False
503-07-0930,C,Glendale,Member,Male,Sports and travel,58.39,7,20.4365,0.4055228269385346,2014-11-13,19:49:00,Credit Card,408.73,4.761904762,20.4365,8.2,2014,11,13,False,True,429.16650000000004,False
472-15-9636,A,Los Angeles,Normal,Male,Home and lifestyle,50.93,8,20.372,0.4042102906911673,2012-11-22,19:36:00,Ewallet,407.44,4.761904762,20.372,9.2,2012,11,22,False,True,427.812,False
377-79-7592,C,Portland,Member,Female,Electronic accessories,44.84,9,20.178,0.40026250724947343,2012-08-24,14:00:00,Credit Card,403.56,4.761904762,20.178,7.5,2012,8,24,False,True,423.73800000000006,False
139-20-0155,B,Los Angeles,Member,Male,Electronic accessories,40.3,10,20.15,0.3996927240723217,2014-03-03,17:37:00,Credit Card,403.0,4.761904762,20.15,7.0,2014,3,3,False,True,423.15000000000003,False
380-60-5336,A,Stockton,Normal,Female,Electronic accessories,40.26,10,20.13,0.399285736088642,2013-09-10,18:06:00,Credit Card,402.6,4.761904762,20.13,5.0,2013,9,10,False,True,422.72999999999996,False
316-55-4634,B,Apple Valley,Member,Male,Food and beverages,80.05,5,20.0125,0.39689468168452324,2014-07-18,12:45:00,Credit Card,400.25,4.761904762,20.0125,9.4,2014,7,18,False,True,420.26250000000005,False
659-36-1684,C,Orem,Member,Male,Sports and travel,57.12,7,19.992,0.39647751900125144,2012-05-31,12:02:00,Credit Card,399.84,4.761904762,19.992,6.5,2012,5,31,False,True,419.832,False
548-46-9322,B,Lehi,Normal,Male,Food and beverages,39.9,10,19.95,0.3956228442355239,2012-03-15,15:24:00,Credit Card,399.0,4.761904762,19.95,5.9,2012,3,15,False,True,418.95000000000005,False
183-56-6882,C,San Francisco,Member,Female,Food and beverages,99.42,4,19.884,0.3942797838893807,2014-09-01,10:42:00,Ewallet,397.68,4.761904762,19.884,7.5,2014,9,1,False,True,417.564,False
213-32-1216,A,Los Angeles,Normal,Female,Electronic accessories,66.06,6,19.818,0.39293672354323733,2011-11-01,10:28:00,Cash,396.36,4.761904762,19.818,7.3,2011,11,1,False,True,416.17800000000005,False
200-40-6154,B,Los Angeles,Member,Male,Home and lifestyle,65.91,6,19.773,0.39202100057995787,2013-11-05,11:45:00,Cash,395.46,4.761904762,19.773,5.7,2013,11,5,False,True,415.233,False
433-75-6987,B,Los Angeles,Member,Female,Health and beauty,55.97,7,19.5895,0.38828688582969584,2012-12-19,19:06:00,Ewallet,391.79,4.761904762,19.5895,8.9,2012,12,19,False,True,411.3795,False
276-54-0879,B,San Francisco,Normal,Male,Sports and travel,97.74,4,19.548,0.38744238576356027,2011-11-29,19:53:00,Ewallet,390.96,4.761904762,19.548,6.4,2011,11,29,False,True,410.508,False
733-29-1227,C,Seattle,Normal,Male,Home and lifestyle,55.61,7,19.4635,0.38572286153251323,2014-02-14,12:41:00,Cash,389.27,4.761904762,19.4635,8.5,2014,2,14,False,True,408.7335,False
210-74-9613,C,Los Angeles,Normal,Male,Fashion accessories,97.26,4,19.452,0.3854888434418974,2013-06-11,15:33:00,Ewallet,389.04,4.761904762,19.452,6.8,2013,6,11,False,True,408.492,False
778-34-2523,A,Huntington Beach,Member,Female,Electronic accessories,48.62,8,19.448,0.3854074458451614,2011-03-14,10:57:00,Cash,388.96,4.761904762,19.448,5.0,2011,3,14,False,True,408.408,False
595-86-2894,C,Los Angeles,Member,Male,Fashion accessories,96.98,4,19.396,0.3843492770875939,2014-04-18,17:20:00,Ewallet,387.92,4.761904762,19.396,9.4,2014,4,18,False,True,407.31600000000003,False
726-27-2396,A,Seattle,Normal,Female,Health and beauty,77.5,5,19.375,0.3839219397047302,2014-06-11,20:36:00,Ewallet,387.5,4.761904762,19.375,4.3,2014,6,11,False,True,406.875,False
374-17-3652,B,Los Angeles,Member,Female,Food and beverages,42.82,9,19.269,0.3817649033912274,2014-06-12,15:26:00,Credit Card,385.38,4.761904762,19.269,8.9,2014,6,12,False,True,404.649,False
266-20-6657,C,San Francisco,Member,Male,Food and beverages,55.04,7,19.264,0.3816631563953074,2013-07-20,19:39:00,Ewallet,385.28,4.761904762,19.264,5.2,2013,7,20,False,True,404.544,False
566-71-1091,A,Denver,Normal,Male,Fashion accessories,77.02,5,19.255,0.3814800118026515,2013-10-11,15:59:00,Cash,385.1,4.761904762,19.255,5.5,2013,10,11,False,True,404.35499999999996,False
869-11-3082,B,Portland,Member,Male,Health and beauty,96.16,4,19.232,0.38101197562141975,2014-09-08,20:03:00,Credit Card,384.64,4.761904762,19.232,8.4,2014,9,8,False,True,403.872,False
115-99-4379,B,Provo,Member,Female,Fashion accessories,54.73,7,19.1555,0.37945524658384455,2011-11-18,19:02:00,Credit Card,383.11,4.761904762,19.1555,8.5,2011,11,18,False,True,402.2655,False
362-58-8315,C,San Francisco,Normal,Male,Fashion accessories,76.52,5,19.13,0.3789363369046529,2013-09-21,10:23:00,Cash,382.6,4.761904762,19.13,9.9,2013,9,21,False,True,401.72999999999996,False
711-31-1234,B,San Francisco,Normal,Female,Electronic accessories,95.64,4,19.128,0.3788956381062849,2013-06-15,18:51:00,Cash,382.56,4.761904762,19.128,7.9,2013,6,15,False,True,401.68800000000005,False
707-32-7409,B,San Diego,Member,Female,Sports and travel,95.54,4,19.108,0.3784886501226051,2012-03-29,11:58:00,Ewallet,382.16,4.761904762,19.108,4.5,2012,3,29,False,True,401.26800000000003,False
376-56-3573,C,Los Angeles,Normal,Female,Fashion accessories,95.42,4,19.084,0.3780002645421894,2011-09-20,13:23:00,Ewallet,381.68,4.761904762,19.084,6.4,2011,9,20,False,True,400.764,False
530-90-9855,A,Redmond,Member,Male,Home and lifestyle,47.59,8,19.036,0.3770234933813579,2013-09-18,14:47:00,Cash,380.72,4.761904762,19.036,5.7,2013,9,18,False,True,399.75600000000003,False
595-27-4851,A,Aurora,Normal,Female,Fashion accessories,54.28,7,18.998,0.3762502162123663,2014-09-29,18:05:00,Ewallet,379.96,4.761904762,18.998,9.3,2014,9,29,False,True,398.958,False
173-82-9529,B,Seattle,Normal,Female,Fashion accessories,37.95,10,18.975,0.37578218003113456,2012-08-02,14:51:00,Cash,379.5,4.761904762,18.975,9.7,2012,8,2,False,True,398.475,False
534-53-3526,A,San Francisco,Normal,Female,Sports and travel,94.76,4,18.952,0.3753141438499028,2013-11-08,16:06:00,Ewallet,379.04,4.761904762,18.952,7.8,2013,11,8,False,True,397.992,False
501-61-1753,B,Pueblo,Normal,Female,Home and lifestyle,63.15,6,18.945,0.3751716980556149,2013-10-07,20:24:00,Ewallet,378.9,4.761904762,18.945,9.8,2013,10,7,False,True,397.84499999999997,False
749-81-8133,A,Carlsbad,Normal,Female,Fashion accessories,94.67,4,18.934,0.37494785466459096,2013-12-18,12:04:00,Cash,378.68,4.761904762,18.934,6.8,2013,12,18,False,True,397.61400000000003,False
369-82-2676,B,Los Angeles,Normal,Male,Electronic accessories,75.66,5,18.915,0.3745612160800952,2011-10-28,18:22:00,Ewallet,378.3,4.761904762,18.915,7.8,2011,10,28,False,True,397.215,False
719-76-3868,C,Los Angeles,Member,Male,Food and beverages,94.26,4,18.852,0.3732792039315039,2014-07-24,16:30:00,Cash,377.04,4.761904762,18.852,8.6,2014,7,24,False,True,395.89200000000005,False
132-32-9879,B,Los Angeles,Member,Female,Electronic accessories,93.96,4,18.792,0.37205823998046456,2013-04-20,18:00:00,Cash,375.84,4.761904762,18.792,9.5,2013,4,20,False,True,394.632,False
559-98-9873,A,Seattle,Member,Female,Fashion accessories,53.65,7,18.7775,0.3717631736922967,2013-07-18,12:56:00,Ewallet,375.55,4.761904762,18.7775,5.2,2013,7,18,False,True,394.32750000000004,False
632-90-0281,C,Bakersfield,Normal,Female,Fashion accessories,37.55,10,18.775,0.3717123001943367,2013-04-11,20:01:00,Credit Card,375.5,4.761904762,18.775,9.3,2013,4,11,False,True,394.27500000000003,False
603-07-0961,C,Los Angeles,Member,Male,Electronic accessories,74.79,5,18.6975,0.37013522175757757,2014-03-04,11:34:00,Cash,373.95,4.761904762,18.6975,4.9,2014,3,4,False,True,392.64750000000004,False
630-74-5166,A,Salinas,Normal,Male,Sports and travel,62.13,6,18.639,0.3689447819053142,2013-06-21,20:19:00,Cash,372.78,4.761904762,18.639,7.4,2013,6,21,False,True,391.41900000000004,False
658-66-3967,C,San Francisco,Normal,Male,Health and beauty,53.19,7,18.6165,0.3684869204236745,2013-10-28,15:42:00,Ewallet,372.33,4.761904762,18.6165,5.0,2013,10,28,False,True,390.9465,False
269-10-8440,A,Salem,Member,Male,Health and beauty,53.17,7,18.6095,0.3683444746293866,2013-03-21,18:01:00,Cash,372.19,4.761904762,18.6095,8.9,2013,3,21,False,True,390.7995,False
493-65-6248,C,Tucson,Member,Female,Sports and travel,36.98,10,18.49,0.36591272142689985,2014-11-11,19:48:00,Credit Card,369.8,4.761904762,18.49,7.0,2014,11,11,False,True,388.28999999999996,False
775-72-1988,B,Colorado Springs,Normal,Male,Home and lifestyle,73.28,5,18.32,0.3624533235656217,2011-12-26,15:05:00,Ewallet,366.4,4.761904762,18.32,8.4,2011,12,26,False,True,384.71999999999997,False
608-96-3517,B,Seattle,Member,Female,Fashion accessories,91.54,4,18.308,0.36220913077541383,2014-12-11,19:20:00,Credit Card,366.16,4.761904762,18.308,4.8,2014,12,11,False,True,384.468,False
198-84-7132,B,San Francisco,Member,Male,Fashion accessories,40.61,9,18.2745,0.3615274259027502,2014-11-26,13:40:00,Cash,365.49,4.761904762,18.2745,7.0,2014,11,26,False,True,383.7645,False
299-29-0180,B,San Diego,Member,Female,Home and lifestyle,52.18,7,18.263,0.36129340781213437,2013-12-19,10:54:00,Cash,365.26,4.761904762,18.263,9.3,2013,12,19,False,True,383.523,False
484-22-8230,C,San Francisco,Member,Female,Fashion accessories,51.89,7,18.1615,0.3592279437949594,2011-03-18,20:08:00,Cash,363.23,4.761904762,18.1615,4.5,2011,3,18,False,True,381.3915,False
834-61-8124,A,Phoenix,Normal,Male,Electronic accessories,51.69,7,18.0915,0.35780348585208016,2013-07-19,18:22:00,Cash,361.83,4.761904762,18.0915,5.5,2013,7,19,False,True,379.9215,False
600-38-9738,C,Phoenix,Member,Male,Sports and travel,71.92,5,17.98,0.3555345278430654,2014-05-29,15:05:00,Credit Card,359.6,4.761904762,17.98,4.3,2014,5,29,False,True,377.58000000000004,False
533-66-5566,B,Glendale,Normal,Female,Home and lifestyle,51.07,7,17.8745,0.3533876662291546,2014-11-13,11:42:00,Cash,357.49,4.761904762,17.8745,7.0,2014,11,13,False,True,375.3645,False
420-11-4919,C,San Francisco,Member,Female,Food and beverages,71.39,5,17.8475,0.3528382324511869,2013-03-16,19:57:00,Credit Card,356.95,4.761904762,17.8475,5.5,2013,3,16,False,True,374.7975,False
397-25-8725,A,Bakersfield,Member,Female,Health and beauty,39.62,9,17.829,0.35246176856628303,2013-04-11,17:54:00,Credit Card,356.58,4.761904762,17.829,6.8,2013,4,11,False,True,374.409,False
889-04-9723,B,Tucson,Member,Female,Food and beverages,89.14,4,17.828,0.35244141916709903,2014-11-11,12:20:00,Credit Card,356.56,4.761904762,17.828,7.8,2014,11,11,False,True,374.38800000000003,False
731-14-2199,A,Los Angeles,Member,Female,Home and lifestyle,35.54,10,17.77,0.3512611540144277,2013-09-18,13:34:00,Ewallet,355.4,4.761904762,17.77,7.0,2013,9,18,False,True,373.17,False
725-67-2480,B,San Francisco,Member,Female,Fashion accessories,58.75,6,17.625,0.3483104911327493,2011-11-26,18:14:00,Credit Card,352.5,4.761904762,17.625,5.9,2011,11,26,False,True,370.125,False
468-99-7231,C,Tempe,Normal,Female,Home and lifestyle,44.01,8,17.604,0.34788315374988554,2011-10-02,17:36:00,Cash,352.08,4.761904762,17.604,8.8,2011,10,2,False,True,369.684,False
662-47-5456,C,Los Angeles,Member,Male,Fashion accessories,35.19,10,17.595,0.3477000091572296,2013-08-17,19:06:00,Credit Card,351.9,4.761904762,17.595,8.4,2013,8,17,False,True,369.495,False
249-42-3782,A,Tucson,Normal,Male,Health and beauty,70.01,5,17.5025,0.34581768973271065,2012-12-06,11:36:00,Ewallet,350.05,4.761904762,17.5025,5.5,2012,12,6,False,True,367.5525,False
212-62-1842,A,Lake Forest,Normal,Male,Food and beverages,58.26,6,17.478,0.3453191294527029,2014-08-13,16:44:00,Cash,349.56,4.761904762,17.478,9.9,2014,8,13,False,True,367.038,False
509-29-3912,A,Tempe,Member,Female,Sports and travel,38.72,9,17.424,0.34422026189676747,2011-10-02,12:24:00,Ewallet,348.48,4.761904762,17.424,4.2,2011,10,2,False,True,365.90400000000005,False
692-27-8933,B,Morgan Hill,Normal,Female,Sports and travel,57.95,6,17.385,0.34342663532859186,2013-12-04,13:02:00,Cash,347.7,4.761904762,17.385,5.2,2013,12,4,False,True,365.08500000000004,False
633-44-8566,A,San Jose,Member,Male,Food and beverages,49.38,7,17.283,0.341350996611825,2012-12-12,20:35:00,Credit Card,345.66,4.761904762,17.283,7.3,2012,12,12,False,True,362.94300000000004,False
234-36-2483,B,Redondo Beach,Normal,Male,Health and beauty,57.59,6,17.277,0.3412289002167211,2013-09-06,13:51:00,Cash,345.54,4.761904762,17.277,5.1,2013,9,6,False,True,362.81700000000006,False
894-41-5205,C,Seattle,Normal,Female,Food and beverages,43.18,8,17.272,0.3411271532208011,2014-10-31,19:39:00,Credit Card,345.44,4.761904762,17.272,8.3,2014,10,31,False,True,362.712,False
500-02-2261,C,Seattle,Normal,Female,Food and beverages,57.29,6,17.187,0.3393974542901621,2013-07-02,17:04:00,Ewallet,343.74,4.761904762,17.187,5.9,2013,7,2,False,True,360.927,False
701-69-8742,B,Los Angeles,Normal,Male,Sports and travel,34.37,10,17.185,0.33935675549179406,2013-12-27,10:11:00,Ewallet,343.7,4.761904762,17.185,6.7,2013,12,27,False,True,360.885,False
244-08-0162,B,Los Angeles,Normal,Female,Health and beauty,34.21,10,17.105,0.33772880355707496,2013-10-29,13:00:00,Cash,342.1,4.761904762,17.105,5.1,2013,10,29,False,True,359.20500000000004,False
505-02-0892,B,Mesa,Member,Male,Health and beauty,42.57,8,17.028,0.3361618998199078,2012-09-26,14:12:00,Ewallet,340.56,4.761904762,17.028,5.6,2012,9,26,False,True,357.588,False
283-79-9594,B,Los Angeles,Normal,Female,Food and beverages,48.51,7,16.9785,0.33515460456030033,2014-09-11,13:30:00,Credit Card,339.57,4.761904762,16.9785,5.2,2014,9,11,False,True,356.5485,False
134-54-4720,B,San Francisco,Normal,Female,Electronic accessories,42.42,8,16.968,0.3349409358688684,2014-08-04,13:58:00,Ewallet,339.36,4.761904762,16.968,5.7,2014,8,4,False,True,356.32800000000003,False
783-09-1637,B,Aurora,Normal,Female,Sports and travel,67.43,5,16.8575,0.33269232725903763,2012-11-13,18:13:00,Ewallet,337.15,4.761904762,16.8575,6.3,2012,11,13,False,True,354.00750000000005,False
741-73-3559,B,Los Angeles,Normal,Male,Sports and travel,67.27,5,16.8175,0.3318783512916781,2013-11-05,17:27:00,Cash,336.35,4.761904762,16.8175,6.9,2013,11,5,False,True,353.16749999999996,False
598-47-9715,C,San Francisco,Normal,Male,Electronic accessories,84.07,4,16.814,0.33180712839453413,2014-04-02,16:54:00,Ewallet,336.28,4.761904762,16.814,4.4,2014,4,2,False,True,353.094,False
149-15-7606,B,Los Angeles,Member,Male,Sports and travel,37.32,9,16.794,0.3314001404108543,2014-05-01,15:31:00,Ewallet,335.88,4.761904762,16.794,5.1,2014,5,1,False,True,352.67400000000004,False
566-19-5475,B,Seattle,Normal,Male,Fashion accessories,47.97,7,16.7895,0.3313085681145264,2012-03-19,20:52:00,Cash,335.79,4.761904762,16.7895,6.2,2012,3,19,False,True,352.5795,False
422-29-8786,A,Seattle,Normal,Female,Home and lifestyle,67.09,5,16.7725,0.3309626283283986,2014-02-14,16:47:00,Credit Card,335.45,4.761904762,16.7725,9.1,2014,2,14,False,True,352.2225000000001,False
563-47-4072,B,Anaheim,Normal,Female,Health and beauty,55.81,6,16.743,0.33036232105247093,2013-12-12,11:52:00,Cash,334.86,4.761904762,16.743,9.9,2013,12,12,False,True,351.603,False
803-83-5989,C,Seattle,Normal,Male,Home and lifestyle,55.73,6,16.719,0.3298739354720552,2013-11-08,10:55:00,Ewallet,334.38,4.761904762,16.719,7.0,2013,11,8,False,True,351.099,False
498-41-1961,B,San Francisco,Normal,Male,Health and beauty,66.68,5,16.67,0.3288768149120397,2011-07-09,18:01:00,Cash,333.4,4.761904762,16.67,7.6,2011,7,9,False,True,350.07000000000005,False
490-95-0021,B,Los Angeles,Member,Female,Food and beverages,33.21,10,16.605,0.3275541039650804,2011-09-29,14:25:00,Ewallet,332.1,4.761904762,16.605,6.0,2011,9,29,False,True,348.70500000000004,False
257-73-1380,C,San Francisco,Member,Male,Sports and travel,82.93,4,16.586,0.3271674653805846,2012-10-25,16:51:00,Ewallet,331.72,4.761904762,16.586,9.6,2012,10,25,False,True,348.30600000000004,False
289-15-7034,A,Fresno,Member,Male,Sports and travel,82.33,4,16.466,0.3247255374785059,2013-01-09,10:37:00,Credit Card,329.32,4.761904762,16.466,7.5,2013,1,9,False,True,345.786,False
895-03-6665,B,Los Angeles,Normal,Female,Fashion accessories,36.51,9,16.4295,0.3239827844082903,2013-05-22,10:52:00,Cash,328.59,4.761904762,16.4295,4.2,2013,5,22,False,True,345.0195,False
246-11-3901,C,Huntington Beach,Normal,Female,Electronic accessories,32.8,10,16.4,0.3233824771323626,2014-06-25,12:12:00,Cash,328.0,4.761904762,16.4,6.2,2014,6,25,False,True,344.40000000000003,False
642-30-6693,B,Los Angeles,Normal,Female,Sports and travel,54.51,6,16.353,0.32242605537071517,2014-12-17,13:54:00,Ewallet,327.06,4.761904762,16.353,7.8,2014,12,17,False,True,343.413,False
810-60-6344,C,Seattle,Normal,Female,Electronic accessories,40.86,8,16.344,0.3222429107780593,2014-07-28,14:38:00,Credit Card,326.88,4.761904762,16.344,6.5,2014,7,28,False,True,343.224,False
